Ticker,Date,Zscore,prem_disc
HPQ,2026-02-11,1.33,0.6634
HRL,2026-03-13,0.84,-0.1028
HRL,2026-02-11,-0.44,0.2004
HSIC,2026-03-13,-1.34,0.1058
HSIC,2026-02-11,1.15,0.2881
HST,2026-03-13,1.04,0.8197
HST,2026-02-11,-1.62,0.2599
HSY,2026-03-13,-1.79,0.4367
HSY,2026-02-11,1.74,-0.3104
HUBB,2026-03-13,0.53,0.1435
HUBB,2026-02-11,0.9,0.0577
HUM,2026-03-13,-0.95,0.4497
HUM,2026-02-11,0.8,-0.4334
HWM,2026-03-13,-0.86,0.1414
HWM,2026-02-11,1.85,0.4344
HYD,2026-03-13,1.46,1.2626
HYD,2026-02-11,0.32,1.2902
HYG,2026-03-13,1.87,1.6235
HYG,2026-02-11,1.01,0.3374
IBKR,2026-03-13,-2.1,0.3719
IBKR,2026-02-11,1.81,-0.1377
IBM,2026-03-13,-0.3,-0.347
IBM,2026-02-11,1.61,-0.3243
ICE,2026-03-13,-3.76,0.2796
ICE,2026-02-11,2.95,-0.2182
ICL,2026-03-13,1.77,-0.0587
ICL,2026-02-11,-1.46,2.3297
IDXX,2026-03-13,1.86,-0.1131
IDXX,2026-02-11,-0.05,0.1003
IEF,2026-03-13,0.88,0.2999
IEF,2026-02-11,2.09,0.0869
IEX,2026-03-13,-1.26,0.2287
IEX,2026-02-11,1.39,-0.1666
IFF,2026-03-13,1.67,-0.0472
IFF,2026-02-11,1.22,0.3096
INCY,2026-03-13,-2.73,1.0057
INCY,2026-02-11,2.46,-0.1978
INDA,2026-03-13,-0.3,0.3485
INDA,2026-02-11,1.08,-0.2502
INTC,2026-03-13,-0.69,0.1969
INTC,2026-02-11,0.52,-0.4289
INTU,2026-03-13,-1.19,-0.0668
INTU,2026-02-11,1.36,0.1452
INVH,2026-03-13,-0.77,0.3478
INVH,2026-02-11,-1.39,0.207
IP,2026-03-13,-0.26,0.0927
IP,2026-02-11,0.71,-0.2837
IQV,2026-03-13,-1.72,-0.0913
IQV,2026-02-11,1.67,-0.3364
IR,2026-03-13,-0.88,0.1242
IR,2026-02-11,1.05,-0.2984
IRM,2026-03-13,-2.03,0.088
IRM,2026-02-11,1.8,0.1329
ISRG,2026-03-13,-0.02,0.4399
ISRG,2026-02-11,-0.96,0.2098
IT,2026-03-13,-1.29,0.1749
IT,2026-02-11,1.41,-0.4047
ITW,2026-03-13,-1.67,0.9147
ITW,2026-02-11,0.98,-0.2807
IVZ,2026-03-13,-1.08,0.2302
IVZ,2026-02-11,1.03,-0.1175
IWD,2026-03-13,0.37,0.7514
IWD,2026-02-11,-0.15,0.3378
IWF,2026-03-13,-1.18,0.6123
IWF,2026-02-11,1.83,0.1108
IWM,2026-03-13,-0.88,0.6893
IWM,2026-02-11,1.79,0.0608
J,2026-03-13,-2.13,-0.2086
J,2026-02-11,2.2,-0.3634
JBHT,2026-03-13,1.87,0.0805
JBHT,2026-02-11,1.34,0.0565
JBL,2026-03-13,-1.7,0.4758
